Task,Question,Token_Step,Token_Rank,Prob_B1,Mean_Prob_Runs,Std_Prob_Runs (sigma_j),Range_Prob_Runs (R_j),N_runs
gpt-4o,question_006,3,7,0.004753409325840693,0.004584042997957293,0.00037270891951400224,0.0022737474900135176,30
gpt-4o,question_006,3,8,0.0009360017932825296,0.0007674945158442436,0.00011644217284494218,0.0005718603506938463,30
gpt-4o,question_006,3,9,0.00031845857137496197,0.0003903698529361859,4.712809929365581e-05,0.00014554022649405349,30
gpt-4o,question_006,3,10,0.0002480157847626213,0.000242755282642989,3.3768093645677915e-05,0.00019530127571109408,30
gpt-4o,question_006,4,1,0.8987472017751984,0.8854956851302543,0.010638373093117744,0.04340441953681573,30
gpt-4o,question_006,4,2,0.09621898536429996,0.11071316031576942,0.01071193441657297,0.042079685614005505,30
gpt-4o,question_006,4,3,0.0030450031318330667,0.0018920468367280758,0.0008627859645005801,0.002787538018179793,30
gpt-4o,question_006,4,4,0.0007820214803607564,0.0008544236576343808,9.859394848688266e-05,0.00038558045571510005,30
gpt-4o,question_006,4,5,0.00038712870494594064,0.0003720477191252712,3.7163142347820986e-05,0.0001809172013514544,30
gpt-4o,question_006,4,6,0.00032094096888365356,0.00032971346312102946,8.404083927692464e-05,0.0003221676209520963,30
gpt-4o,question_006,4,7,0.00022057928703852212,0.00012971624146153476,6.0034290906661134e-05,0.00021290819957807806,30
gpt-4o,question_006,4,8,9.052555700279631e-05,6.010646231338768e-05,3.148236432328287e-05,0.0001316768084297422,30
gpt-4o,question_006,4,9,8.372245395977207e-05,4.844650206463845e-05,2.8485355813205992e-05,9.53735795715884e-05,30
gpt-4o,question_006,4,10,2.5138039294682165e-05,3.9381403368146076e-05,1.1655078487066257e-05,3.418880252223133e-05,30
gpt-4o,question_006,5,1,0.9644669461928818,0.9592212118661424,0.004834462944678426,0.020600553481785133,30
gpt-4o,question_006,5,2,0.02693564488251504,0.030398242997080997,0.003668162972361948,0.01653949242507922,30
gpt-4o,question_006,5,3,0.005646019233749069,0.006760011827632414,0.0010692502905818484,0.00438638286065601,30
gpt-4o,question_006,5,4,0.001951212036055414,0.002089325095993569,0.0002713401524804011,0.0013470173022407422,30
gpt-4o,question_006,5,5,0.00040265536219872135,0.0005277592895674238,9.112671077027118e-05,0.0003600418925859891,30
gpt-4o,question_006,5,6,0.00018149099087539302,0.00036608758994571383,0.00012180534312964041,0.00042662218968533795,30
gpt-4o,question_006,5,7,0.00011357415997711372,0.00020530350049219697,6.418623868027368e-05,0.00020498667772625068,30
gpt-4o,question_006,5,8,0.0001083732205320129,0.00012686916158621646,2.0131449134349375e-05,8.970903335078531e-05,30
gpt-4o,question_006,5,9,7.10728932179515e-05,0.000143104510034328,4.387330028477475e-05,0.0001592152148450674,30
gpt-4o,question_006,5,10,3.5183633441288556e-05,3.780928695065865e-05,7.756081871218413e-06,3.662438768866364e-05,30
gpt-4o,question_006,6,1,0.8334248135919772,0.8543596580760193,0.012622237233866676,0.058254648690819866,30
gpt-4o,question_006,6,2,0.14942483975157292,0.12836927245967097,0.012144524515917889,0.055442517969894564,30
gpt-4o,question_006,6,3,0.008697567623522383,0.008384874011306461,0.00047711861529416556,0.002371818216782312,30
gpt-4o,question_006,6,4,0.003982036624313202,0.004638793698566933,0.0003556226961952336,0.0015278724331578234,30
gpt-4o,question_006,6,5,0.001971251071909858,0.002118478514958861,0.000203299996001663,0.0009722474772329522,30
gpt-4o,question_006,6,6,0.0012335773997170993,0.0009729152838303267,0.00016119788844801226,0.0005226757721415024,30
gpt-4o,question_006,6,7,0.0011770877777989939,0.0010707527140596683,9.098682857601172e-05,0.0003889978413996766,30
gpt-4o,question_006,6,8,3.136832676399977e-05,3.237564713505096e-05,3.1971073863254955e-06,1.5393935986217887e-05,30
gpt-4o,question_006,6,9,1.2093567286812536e-05,1.1625113181201273e-05,1.9811488905890382e-06,1.0407030136603943e-05,30
gpt-4o,question_006,6,10,1.1721487337754619e-05,8.849334330580535e-06,2.1054792479730534e-06,7.951412675929222e-06,30
gpt-4o,question_006,7,1,0.5009604657363539,0.48010675918775386,0.01933237781521003,0.06626942523331697,30
gpt-4o,question_006,7,2,0.31842982710004003,0.3250431167420951,0.013498597143453993,0.04843655223228149,30
gpt-4o,question_006,7,3,0.06270255068925075,0.0666848290278626,0.003310422062093957,0.012796775020255363,30
gpt-4o,question_006,7,4,0.03356225685371275,0.031546285564083315,0.004580665929310833,0.019629467780831928,30
gpt-4o,question_006,7,5,0.03252965476664986,0.039375989236855105,0.004994303578081866,0.015457049622017646,30
gpt-4o,question_006,7,6,0.015853691352010903,0.016285808988835714,0.00265872026659252,0.008731030916962144,30
gpt-4o,question_006,7,7,0.010727144155372077,0.011354195996783884,0.0012825484347107638,0.005164462262947943,30
gpt-4o,question_006,7,8,0.007971736639195903,0.009785271992751357,0.0009658258595120033,0.003548179732430252,30
gpt-4o,question_006,7,9,0.004402411091050259,0.005386791275662013,0.0006531997229131595,0.0020977044496134816,30
gpt-4o,question_006,7,10,0.003946295797243783,0.004709322276871256,0.00046471149493638466,0.001731307906142347,30
gpt-4o,question_006,8,1,0.8477380292709669,0.8093576755739545,0.0314146155231941,0.11217352926553081,30
gpt-4o,question_006,8,2,0.13205212550447806,0.16943837948407797,0.0326154816789084,0.1123970861874747,30
gpt-4o,question_006,8,3,0.01447262935364373,0.013472955304693847,0.0017314766328202402,0.005717955038962193,30
gpt-4o,question_006,8,4,0.005040834958963929,0.007165865083224243,0.0012987026467193102,0.004536864901757567,30
gpt-4o,question_006,8,5,0.00047254808729360837,0.0003283061864879717,0.0001299058792078375,0.00040737081003862813,30
gpt-4o,question_006,8,6,0.00011049983601926788,0.00010732389095057066,1.7511512959209426e-05,6.223952846692866e-05,30
gpt-4o,question_006,8,7,4.361174683848464e-05,5.536893506681374e-05,1.8705362786357787e-05,9.5281529322606e-05,30
gpt-4o,question_006,8,8,8.226476440354636e-06,1.0797664144642217e-05,2.0988490169346056e-06,8.739629367235149e-06,30
gpt-4o,question_006,8,9,8.194404448150909e-06,1.0211836092629124e-05,1.5146694971022996e-06,5.964290140240537e-06,30
gpt-4o,question_006,8,10,7.819155348073167e-06,4.988373298594276e-06,1.935320915055351e-06,8.397875178578325e-06,30
gpt-4o,question_007,0,1,0.998375533642213,0.9974084239009601,0.0009336745984692224,0.0027661553142152018,30
gpt-4o,question_007,0,2,0.0005877987005343333,0.00114592644035458,0.00046762956144727995,0.0014764117737153777,30
gpt-4o,question_007,0,3,0.0005521857775867391,0.0007267307921106897,0.00033454186267862373,0.0013453415761623048,30
gpt-4o,question_007,0,4,0.0001632258040780545,0.00026732297504992867,9.915216992346332e-05,0.00029832312508873415,30
gpt-4o,question_007,0,5,0.0001353189444191163,0.00015247594481614403,4.624652633312859e-05,0.00017824881061955086,30
gpt-4o,question_007,0,6,9.900145462958744e-05,0.00014202076037217413,7.84090729518709e-05,0.00027410573093713663,30
gpt-4o,question_007,0,7,6.392014329581094e-05,0.00012085298085591888,9.265437862563403e-05,0.0003074031566345479,30
gpt-4o,question_007,0,8,1.518236479232007e-05,2.2618957518053466e-05,1.3685008645566578e-05,4.736899862704787e-05,30
gpt-4o,question_007,0,9,4.418320043810446e-06,6.343146041456565e-06,2.2533865245726003e-06,7.410119655763438e-06,30
gpt-4o,question_007,0,10,1.2858044366982955e-06,3.4021449690853097e-06,2.1719718243628367e-06,6.112164997205014e-06,30
gpt-4o,question_007,1,1,0.9778874317665344,0.9789237488580883,0.0017679292692889914,0.008750164291506213,30
gpt-4o,question_007,1,2,0.019065768029468785,0.017877720805919865,0.0013541025003225961,0.00727448998430049,30
gpt-4o,question_007,1,3,0.0017458987696241431,0.001942011036585774,0.0004801403971706035,0.0012314061091598834,30
gpt-4o,question_007,1,4,0.0006523947061351427,0.0005548358401362693,0.00011377393667771831,0.0005358233881114685,30
gpt-4o,question_007,1,5,0.00028949839595860614,0.0003062782834793145,6.834360946905928e-05,0.00027343342319313067,30
gpt-4o,question_007,1,6,0.00011336920077129806,9.589534076746161e-05,1.8255724424644895e-05,8.277366349892693e-05,30
gpt-4o,question_007,1,7,6.260841889897273e-05,7.242789665315104e-05,1.805260306860437e-05,7.43489038495198e-05,30
gpt-4o,question_007,1,8,4.042303340410193e-05,4.8064505266739166e-05,1.813311615717814e-05,5.373731015036132e-05,30
gpt-4o,question_007,1,9,3.6234972958056135e-05,5.17500553788846e-05,2.5105295370772137e-05,7.082873047341832e-05,30
gpt-4o,question_007,1,10,2.7351592565741534e-05,3.547324085773011e-05,1.0654997310802891e-05,3.7769078147196705e-05,30
gpt-4o,question_007,2,1,0.999907785411008,0.999860720979526,5.705002579907104e-05,0.00015301418880664386,30
gpt-4o,question_007,2,2,9.028018955265104e-05,0.00013577575597168966,5.53174490762931e-05,0.00014932373049328168,30
gpt-4o,question_007,2,3,1.8884012120993656e-06,3.4316374634052662e-06,1.76555625515541e-06,5.365599916847294e-06,30
gpt-4o,question_007,2,4,3.1425962334017615e-09,7.862014846469049e-09,5.9795183378149e-09,1.742011681741133e-08,30
gpt-4o,question_007,2,5,1.6050810988950916e-09,4.3611328159895736e-09,3.221512254476749e-09,8.33487369077331e-09,30
gpt-4o,question_007,2,6,1.1835125856901189e-09,2.6050934908588076e-09,1.6595113958310728e-09,5.1776283242602635e-09,30
gpt-4o,question_007,2,7,1.04853403785301e-09,2.269788332366617e-09,1.5793695365314498e-09,4.942852921388708e-09,30
gpt-4o,question_007,2,8,8.230037961103309e-10,1.8511532605536146e-09,1.167063952356118e-09,3.636542889575063e-09,30
gpt-4o,question_007,2,9,5.030921294126757e-10,9.904850808933066e-10,6.015040238746628e-10,1.89177825986746e-09,30
gpt-4o,question_007,2,10,4.914380127870109e-10,1.1403567521848096e-09,8.191254201312917e-10,2.4212093722981808e-09,30
gpt-4o,question_008,0,1,0.8941842027752421,0.8793729183909668,0.009198880519590944,0.042270876908880206,30
gpt-4o,question_008,0,2,0.09134665758201557,0.10632920286242302,0.009532936710887355,0.04344862980487452,30
gpt-4o,question_008,0,3,0.0056599309529436585,0.0048053700408361,0.0006744230104038756,0.0024773422073660787,30
gpt-4o,question_008,0,4,0.004272340027805254,0.005370981082605173,0.0006099727544353256,0.001650152978892862,30
gpt-4o,question_008,0,5,0.001571706061923381,0.0015163579833932148,0.00011672247704991313,0.0004200488031467554,30
gpt-4o,question_008,0,6,0.0010147697028586164,0.0007581463747134172,0.00017038904696428694,0.0006659588696879787,30
gpt-4o,question_008,0,7,0.0007195794700472066,0.0006103047415072993,8.491645724802853e-05,0.0005223128606425215,30
gpt-4o,question_008,0,8,0.0004230189478422026,0.0004051642965621058,5.701610139610369e-05,0.00020522057819786008,30
gpt-4o,question_008,0,9,0.00037331291120533834,0.00039339620633110483,5.82825774234849e-05,0.00029984610332181447,30
gpt-4o,question_008,0,10,0.00017091518662858064,0.00014566591242858802,3.250022285286908e-05,0.00010964745026939543,30
gpt-4o,question_008,1,1,0.8335297358867086,0.8383943966847006,0.008714945923917517,0.022108424088604695,30
gpt-4o,question_008,1,2,0.07059217397033968,0.06688453665212703,0.005008616839380532,0.014024807067401696,30
gpt-4o,question_008,1,3,0.04557773310129121,0.04560320388494379,0.0014844274515337455,0.005354063321827161,30
gpt-4o,question_008,1,4,0.015507042693843766,0.01621052774025509,0.0010898195371834014,0.004740618562589378,30
gpt-4o,question_008,1,5,0.012460258855663488,0.012184537553767413,0.000791522109190317,0.0029526894379565422,30
gpt-4o,question_008,1,6,0.009405496835289032,0.00806513051400775,0.0009805872839361391,0.002377715648625968,30
gpt-4o,question_008,1,7,0.0035145773916974467,0.00344971792712292,0.00011612371294004127,0.0006508742106547511,30
gpt-4o,question_008,1,8,0.00300617734944872,0.00307098661340163,0.00013880213337430286,0.0005558448347336795,30
gpt-4o,question_008,1,9,0.0024155313607947945,0.0024940460790950063,4.733630070323231e-05,0.00022865309949943007,30
gpt-4o,question_008,1,10,0.0009459356723015065,0.0008530767188821639,8.622916013340314e-05,0.0002690753149453077,30
gpt-4o,question_008,2,1,0.8739034583001012,0.8782448911082691,0.009360097346733603,0.029450924990522043,30
gpt-4o,question_008,2,2,0.07173436096520831,0.06616821717567209,0.004018810843340423,0.014725981158550429,30
gpt-4o,question_008,2,3,0.03780135185100194,0.03747594068830853,0.004991125141970194,0.015669120979997467,30
gpt-4o,question_008,2,4,0.010497058800212268,0.012045967633101614,0.0010372446609626337,0.0034215376749611517,30
gpt-4o,question_008,2,5,0.0033030461011184656,0.0032174279429335426,0.000271242808078731,0.0014542071853937237,30
gpt-4o,question_008,2,6,0.001039349569604514,0.0009415878205235809,9.484254514677345e-05,0.00026966507399271385,30
gpt-4o,question_008,2,7,0.0009389740871806949,0.0010869172219421929,0.0003440796354532911,0.0012195013512555511,30
gpt-4o,question_008,2,8,0.00069778629107779,0.0007331252677501863,9.451002655587047e-05,0.0002681250291746739,30
gpt-4o,question_008,2,9,3.640795904427386e-05,3.284777444160022e-05,1.298679740175789e-05,4.838534815465856e-05,30
gpt-4o,question_008,2,10,9.72281227961888e-06,1.3158141040331695e-05,1.1999154827406132e-06,6.049345661127662e-06,30
gpt-4o,question_008,3,1,0.5592931251041701,0.5862430006239364,0.02215670360206367,0.13309588353651292,30
gpt-4o,question_008,3,2,0.37256954179852936,0.34803123428667687,0.021424325691423586,0.12818989469932807,30
gpt-4o,question_008,3,3,0.03806037254508059,0.03578069522935857,0.002685827951672427,0.012153975258416716,30
gpt-4o,question_008,3,4,0.007612555233190933,0.00797654578071459,0.0023299250951544174,0.008381345147139473,30
gpt-4o,question_008,3,5,0.007612555233190933,0.006454420863315582,0.0004625372617930537,0.002569325662848715,30
gpt-4o,question_008,3,6,0.004689959225988333,0.005086592882200011,0.00022078611520528685,0.0009599600136523754,30
gpt-4o,question_008,3,7,0.0025103542749983325,0.002840198605083297,0.00022889579599524493,0.0007607827966285784,30
gpt-4o,question_008,3,8,0.0008950943821073371,0.0009861051152887325,7.834226932035165e-05,0.0002662765144405329,30
gpt-4o,question_008,3,9,0.00081499270932179,0.0007015293699653958,5.103173099416034e-05,0.00024915803334914395,30
gpt-4o,question_008,3,10,0.000777671475951141,0.0007312972272864219,8.206499710724599e-05,0.00034293711739390707,30
gpt-4o,question_008,4,1,0.9462147443633618,0.9516539491043309,0.002802167563987333,0.012130476300728055,30
gpt-4o,question_008,4,2,0.04495197001510539,0.04067896392826279,0.0023835885392185065,0.009779716783876562,30
gpt-4o,question_008,4,3,0.006577925015053993,0.005484023210308375,0.0003530045377963068,0.0017867659171474258,30
gpt-4o,question_008,4,4,0.0008764236803056086,0.0007199915149275536,6.424133417567824e-05,0.0002672961567992668,30
gpt-4o,question_008,4,5,0.0006615593020156265,0.000789808348557881,5.782729565491697e-05,0.0002845843305472321,30
gpt-4o,question_008,4,6,0.0004476334149869022,0.00040009796005340475,6.950456259338417e-05,0.0002176685271119013,30
gpt-4o,question_008,4,7,0.00012430336927810991,0.00013263883209040813,1.2436100148709986e-05,4.9024343946355606e-05,30
gpt-4o,question_008,4,8,3.791038572255119e-05,3.368357244995492e-05,2.436117600167347e-06,1.3227022325040532e-05,30
gpt-4o,question_008,4,9,1.605226729632863e-05,1.635312366828463e-05,1.0182001666590643e-06,5.24890444887454e-06,30
gpt-4o,question_008,4,10,1.2898359131490723e-05,1.1639176601085182e-05,1.9206747806579838e-06,5.8356532932096845e-06,30
gpt-4o,question_008,5,1,0.6075709401591899,0.6036989790423096,0.00678424858632921,0.03734308514209572,30
gpt-4o,question_008,5,2,0.39227727052341604,0.3961549477037235,0.006775898552850202,0.03735926230548631,30
gpt-4o,question_008,5,3,8.697857384771978e-05,7.980938193075371e-05,1.7653929198941452e-05,7.285830701991059e-05,30
gpt-4o,question_008,5,4,3.625806396291676e-05,3.909513320087773e-05,4.52963548322648e-06,2.056537533074827e-05,30
gpt-4o,question_008,5,5,2.377861888458704e-05,2.301400520623786e-05,2.5212826203384155e-06,1.215596140108762e-05,30
gpt-4o,question_008,5,6,1.6118467328884809e-06,1.375373007541012e-06,2.0678664076857263e-07,1.1360210145109102e-06,30
gpt-4o,question_008,5,7,6.589216200320678e-07,5.197233486712574e-07,5.1992812005047205e-08,2.5979831699245566e-07,30
gpt-4o,question_008,5,8,6.36158877601534e-07,4.855202931321407e-07,9.256785350734249e-08,2.86344849180799e-07,30
gpt-4o,question_008,5,9,5.65811418426299e-07,5.665239970312506e-07,3.783770081529886e-08,2.2212118323502839e-07,30
gpt-4o,question_008,5,10,2.1985062526883753e-07,1.990455183325386e-07,2.3303303388590216e-08,1.363403636972581e-07,30
gpt-4o,question_008,6,1,0.7819759467507282,0.8149854701857865,0.00992591293439279,0.04732002518677947,30
gpt-4o,question_008,6,2,0.08911689117926955,0.07344073924839015,0.0037357310197251026,0.020515381449551742,30
gpt-4o,question_008,6,3,0.0672689586682575,0.057071272855393054,0.0037820928711299914,0.016681578365124988,30
gpt-4o,question_008,6,4,0.032784272125965915,0.026146275353714266,0.0016167614485906323,0.007964969915087126,30
gpt-4o,question_008,6,5,0.011689595006604409,0.012253701290944774,0.0009847025529201847,0.004517637808392509,30
gpt-4o,question_008,6,6,0.008962723388860254,0.008869627129531482,0.0006920630709169617,0.0025932975336252686,30
gpt-4o,question_008,6,7,0.003297201671668126,0.003157279253942969,0.00029908234118831604,0.0012567828669463287,30
gpt-4o,question_008,6,8,0.0030974343210954667,0.002298440854931981,0.00021793004364340676,0.0011492029019154028,30
gpt-4o,question_008,6,9,0.0015333411773134852,0.0015206945966847727,0.0001074708579977276,0.00044750831972060665,30
gpt-4o,question_008,6,10,0.00011282398309988266,0.00011035510915263067,1.1369713104627855e-05,4.5979401260177444e-05,30
gpt-4o,question_008,7,1,0.9875386195880869,0.9871263605421757,0.0006887364412050214,0.002825825373997448,30
gpt-4o,question_008,7,2,0.012431274263033682,0.012838502999943002,0.0006866431471349169,0.002816117584784072,30
gpt-4o,question_008,7,3,1.8689664945698228e-05,2.1971923319015087e-05,2.4097610455113257e-06,1.0050643688143521e-05,30
gpt-4o,question_008,7,4,8.424091986759196e-06,1.0008507289899682e-05,1.068525056775857e-06,5.1499879328672e-06,30
gpt-4o,question_008,7,5,2.4135427633979984e-06,2.464801872911297e-06,2.3114115347774645e-07,7.318826055214687e-07,30
gpt-4o,question_008,7,6,1.7483645137232687e-07,2.512994624996881e-07,5.1838244907281735e-08,2.0548820797020562e-07,30
gpt-4o,question_008,7,7,8.92978067431943e-08,8.655578776082468e-08,1.2109422130282113e-08,5.288693886065716e-08,30
gpt-4o,question_008,7,8,5.765499733698608e-08,6.200788258788087e-08,6.6702620149672445e-09,2.9748111093263233e-08,30
gpt-4o,question_008,7,9,3.038204858841683e-08,2.317101115121795e-08,4.863465660273128e-09,2.2315554467226943e-08,30
gpt-4o,question_008,7,10,1.5158166460680794e-08,1.2172576883192929e-08,2.4249309738100425e-09,1.06206225444014e-08,30
gpt-4o,question_008,8,1,0.6638485597779525,0.6473345978576364,0.010131988699127953,0.03946231460560312,30
gpt-4o,question_008,8,2,0.33380401884688443,0.3502252741403217,0.0101664953481516,0.03929222004277527,30
gpt-4o,question_008,8,3,0.0010624248943326903,0.0010447237033785425,9.216399978050362e-05,0.0003786194260345622,30
gpt-4o,question_008,8,4,0.0007301932393954895,0.0007804740471494109,6.912280492046571e-05,0.00033278682393911383,30
gpt-4o,question_008,8,5,0.0002728532788529556,0.00029721126799436143,2.5193574056652255e-05,0.00012242543081994039,30
gpt-4o,question_008,8,6,0.00018752913323859987,0.00021815202542254655,2.737015223392981e-05,0.00014281778496092162,30
gpt-4o,question_008,8,7,2.20499252224104e-05,2.0293541399642078e-05,2.101861519287502e-06,8.7689841497778e-06,30
gpt-4o,question_008,8,8,1.9458990710999124e-05,2.168378541462393e-05,2.2232519623275247e-06,1.2735654817668041e-05,30
gpt-4o,question_008,8,9,1.5154677203505311e-05,1.7272887619967575e-05,2.0591865356019275e-06,1.0626788640341709e-05,30
gpt-4o,question_008,8,10,1.1439350508565831e-05,1.1373447508361969e-05,6.941629943821237e-07,3.1149079414546038e-06,30
gpt-4o,question_008,9,1,0.45418134676151883,0.4462657538996678,0.010986139791482517,0.05566668502400096,30
gpt-4o,question_008,9,2,0.3220628009363369,0.3272582289014068,0.010835427189294058,0.039147038934134515,30
gpt-4o,question_008,9,3,0.186395649146723,0.19206827102204022,0.012306467279507474,0.04522962075908776,30
gpt-4o,question_008,9,4,0.014829542737689487,0.01393789768871158,0.0008110242622922733,0.0031110779596484825,30
gpt-4o,question_008,9,5,0.010192185732986506,0.00876411721189985,0.000457387164338863,0.0023090047380460964,30
gpt-4o,question_008,9,6,0.008062682536671776,0.007222737747368335,0.00040763133513703665,0.0020758463917548804,30
gpt-4o,question_008,9,7,0.002238926079418015,0.002554756467211656,0.00023625884798782206,0.0008503701107490263,30
gpt-4o,question_008,9,8,0.0008366255518667184,0.0007753160096929096,0.00013197305853982792,0.0003828873201394005,30
gpt-4o,question_008,9,9,0.0005795135826397056,0.0005610660276372923,4.385883985005507e-05,0.000180877820125663,30
gpt-4o,question_008,9,10,0.00018667639337228935,0.0002090484405744648,2.204666949246843e-05,8.498044776194703e-05,30
gpt-4o,question_008,10,1,0.5781123891861868,0.5869613927236873,0.010553679251180963,0.036411836701560785,30
gpt-4o,question_008,10,2,0.2525585984169843,0.2460740958294981,0.008798863451676537,0.027927621297046068,30
gpt-4o,question_008,10,3,0.04388810359923671,0.043550541615583575,0.001622145491499268,0.008014021636819267,30
gpt-4o,question_008,10,4,0.03365017628064627,0.03089798922708593,0.001495930889140755,0.005929772762967377,30
gpt-4o,question_008,10,5,0.03312847865290016,0.035272613489243446,0.001422739956504742,0.00627571249082072,30
gpt-4o,question_008,10,6,0.017457481477447898,0.018181137587139587,0.0020050109010630993,0.008290933610075182,30
gpt-4o,question_008,10,7,0.015895217768816337,0.014694006503884255,0.0008351983958454077,0.0037943003615056,30
gpt-4o,question_008,10,8,0.010588497757437552,0.010807586048581255,0.00042832937328699216,0.0017155435168635484,30
gpt-4o,question_008,10,9,0.0027621746736908007,0.002690011351009815,0.00026505903913562264,0.0010519096867362323,30
gpt-4o,question_008,10,10,0.002117832785311976,0.0015748730685792062,0.00021912518254961963,0.0009309626003973536,30
gpt-4o,question_008,11,1,0.5002504608700808,0.5100593273301335,0.010834309238135392,0.04819360912427534,30
gpt-4o,question_008,11,2,0.32807226188454675,0.33842058211823556,0.014318971258983676,0.05278099091371646,30
gpt-4o,question_008,11,3,0.16496509313190244,0.1452796806883441,0.007005876552854659,0.02817209012737462,30
gpt-4o,question_008,11,4,0.0052205814027719896,0.004969184873907287,0.00028983043845294326,0.0012670485566818844,30
gpt-4o,question_008,11,5,0.0007120702373540725,0.0006304940422434392,3.268159145725684e-05,0.00013122042521851343,30
gpt-4o,question_008,11,6,0.00024801507518478437,0.00019102124339669905,1.6035580826934964e-05,7.213028548046829e-05,30
gpt-4o,question_008,11,7,0.00021213853566110437,0.00019489467229822876,1.3174402205295439e-05,4.5921106950805806e-05,30
gpt-4o,question_008,11,8,0.0001717950216178521,0.0001396596406133075,1.2921699924084102e-05,5.27681671755523e-05,30
gpt-4o,question_008,11,9,4.770575456306707e-05,3.6796073899146207e-05,3.751254933912708e-06,1.8186325040792105e-05,30
gpt-4o,question_008,11,10,3.2279328194055524e-05,2.4470893335198104e-05,2.6691065907171934e-06,1.2848728344839579e-05,30
gpt-4o,question_008,12,1,0.5365215568702442,0.5113061084999659,0.015311780343483348,0.06502229460036163,30
gpt-4o,question_008,12,2,0.36874551387715965,0.3891168393732157,0.012604135044908425,0.051055722136592596,30
gpt-4o,question_008,12,3,0.04724842412009095,0.04973036660953832,0.002533047595796419,0.01154582520789009,30
gpt-4o,question_008,12,4,0.0228478449830295,0.02331965027475836,0.0020074915460963527,0.012790050503224116,30
gpt-4o,question_008,12,5,0.021631904853312265,0.023903115684930015,0.0013103753423633568,0.006600521117697884,30
gpt-4o,question_008,12,6,0.0013508466756471298,0.0012064544700290782,7.596580597083595e-05,0.0002891895149491977,30
gpt-4o,question_008,12,7,0.0006792483655124462,0.000508705472991105,5.062339555965872e-05,0.0002638676054694268,30
gpt-4o,question_008,12,8,0.00027444127916942434,0.00023523473119729433,2.080970175100885e-05,8.32244393530384e-05,30
gpt-4o,question_008,12,9,0.0001886205488308255,0.00016694408495930013,1.8327772586257328e-05,8.948784579871461e-05,30
gpt-4o,question_008,12,10,0.00016907836722429448,0.0001763560526194871,1.088090309985888e-05,5.817697873482128e-05,30
gpt-4o,question_008,13,1,0.8478405969649276,0.8534107050549913,0.007691968073820559,0.025156665615304052,30
gpt-4o,question_008,13,2,0.13840616860598431,0.13351263243645003,0.006650556471295345,0.02114270241825794,30
gpt-4o,question_008,13,3,0.006784006464963657,0.006433130101372032,0.0008530657776748949,0.002936191608645674,30
gpt-4o,question_008,13,4,0.005986864692444298,0.0057358764548086595,0.0006035490260803252,0.0025344530493137283,30
gpt-4o,question_008,13,5,0.0005070314992926016,0.0004918195803477261,6.067061488670697e-05,0.0002122735912741971,30
gpt-4o,question_008,13,6,0.00013226700617761518,0.00012410065805963132,1.0135401492009573e-05,3.3563682045889266e-05,30
gpt-4o,question_008,13,7,6.650802742978244e-05,5.827898158766919e-05,7.010701949845255e-06,2.006197981769563e-05,30
gpt-4o,question_008,13,8,5.099347348262182e-05,3.8926739360806594e-05,4.043286664684654e-06,2.0090373162370625e-05,30
gpt-4o,question_008,13,9,4.942456924074523e-05,4.458150943132679e-05,9.02249611645185e-06,3.0399849104068224e-05,30
gpt-4o,question_008,13,10,3.0929105112453296e-05,2.5250859679578308e-05,2.356441910479262e-06,9.574820538923096e-06,30
gpt-4o,question_008,14,1,0.9999998063873693,0.9999999161011932,9.594195594729222e-08,1.9361263070560852e-07,30
gpt-4o,question_008,14,2,8.428495142776028e-08,4.805185427879926e-08,2.1276011886251147e-08,6.747719674055377e-08,30
gpt-4o,question_008,14,3,1.464652838313113e-08,1.0381573244776777e-08,3.159478070779491e-09,1.4098876520035669e-08,30
gpt-4o,question_008,14,4,5.515933130022035e-09,3.447026204371597e-09,2.1089559334716725e-09,8.292815902861136e-09,30
gpt-4o,question_008,14,5,3.7032223163336216e-09,2.2148995614105282e-09,9.724224021048752e-10,3.1245456443871037e-09,30
gpt-4o,question_008,14,6,2.4862258480890196e-09,1.2301486789351748e-09,7.741233649399212e-10,2.057546749994888e-09,30
gpt-4o,question_008,14,7,7.76237566655592e-10,4.0527191808916704e-10,2.202026553904464e-10,6.096708189964472e-10,30
gpt-4o,question_008,14,8,6.850272482433634e-10,3.885084231170064e-10,2.1217973829919053e-10,6.186446266135292e-10,30
gpt-4o,question_008,14,9,2.8333958235072826e-10,1.3932987610316762e-10,5.034937452740319e-11,2.3352215518366343e-10,30
gpt-4o,question_008,14,10,2.5398396012961594e-10,1.3686934133199456e-10,8.031329734397642e-11,2.5372942635479915e-10,30
gpt-4o,question_008,15,1,0.9994726050116478,0.999592978675998,5.351015537476434e-05,0.00023583126460346993,30
gpt-4o,question_008,15,2,0.0003405657400330368,0.00026304892132816685,3.314072504711178e-05,0.00014341497641049886,30
gpt-4o,question_008,15,3,7.1386457184465e-05,5.608574903390868e-05,8.907082426997312e-06,3.603927300803224e-05,30
gpt-4o,question_008,15,4,4.5375992973873575e-05,3.50248387765835e-05,4.951000644846301e-06,2.2375141551145823e-05,30
gpt-4o,question_008,15,5,3.506384967922884e-05,2.633734384282462e-05,3.898355655633226e-06,1.6291101868737408e-05,30
gpt-4o,question_008,15,6,1.6179308553364732e-05,1.2322253730102235e-05,2.3627323040041756e-06,9.681252947283991e-06,30
gpt-4o,question_008,15,7,6.537031583178063e-06,4.842013162032696e-06,8.811879091974803e-07,3.986840213235853e-06,30
